,Run,Rerun,CamCol,DAOPHOTID,ra,dec,x_u,y_u,u,uErr,chi_u,sharp_u,flag_u,x_g,y_g,g,gErr,chi_g,sharp_g,flag_g,x_r,y_r,r,rErr,chi_r,sharp_r,flag_r,x_i,y_i,i,iErr,chi_i,sharp_i,flag_i,x_z,y_z,z,zErr,chi_z,sharp_z,flag_z
62,2141,40,4,128,151.37510851,0.06957995,9999.99,9999.99,99.999,9.999,9.99,9.99,9,710.549,274.681,21.906,0.071,0.83,0.43,0,709.463,264.389,21.729,0.105,1.04,0.29,0,709.399,267.037,21.488,0.129,0.9,-0.06,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
63,2141,40,4,51,151.37527136,0.03461075,395.727,272.917,21.863,0.275,0.49,-0.23,0,392.519,276.147,20.641,0.028,0.9,-0.47,0,391.58,265.938,19.998,0.028,1.12,-0.06,0,391.444,268.505,19.698,0.027,0.8,-0.01,0,390.917,272.4,19.606,0.119,0.66,-0.01,0
64,2141,40,4,362,151.37541697,0.19612605,9999.99,9999.99,99.999,9.999,9.99,9.99,9,1861.497,277.496,22.552,0.152,1.0,-0.69,0,1859.88,266.909,21.402,0.078,1.01,0.05,0,1860.075,269.845,20.706,0.058,0.78,-0.11,0,1859.536,273.538,20.163,0.268,0.77,-0.22,0
65,2141,40,4,199,151.37550908,0.07945399,803.112,275.032,22.354,0.36,0.48,-1.68,0,800.36,278.323,21.075,0.039,0.92,-0.08,0,799.233,268.009,20.582,0.035,0.91,0.07,0,799.19,270.679,20.38,0.049,0.86,-0.18,0,798.659,274.518,20.0,0.165,0.67,-0.31,0
66,2141,40,4,240,151.37558253,0.09569023,9999.99,9999.99,99.999,9.999,9.99,9.99,9,948.046,278.992,22.182,0.124,1.16,0.47,0,946.851,268.641,20.882,0.052,1.05,0.09,0,946.841,271.347,20.065,0.038,0.87,0.08,0,946.309,275.166,19.531,0.1,0.62,0.78,0
67,2141,40,4,296,151.37588994,0.13691839,1325.231,278.42,21.282,0.119,0.44,0.08,0,1323.063,281.789,19.726,0.056,3.39,1.68,0,1321.695,271.341,18.678,0.075,6.2,1.49,0,1321.769,274.141,18.205,0.083,5.32,0.96,0,1321.235,277.909,17.99,0.061,1.41,0.91,0
68,2141,40,4,97,151.37601778,0.06042587,630.234,279.676,22.122,0.278,0.43,-0.72,0,627.289,282.942,20.515,0.033,1.19,0.09,0,626.242,272.673,19.891,0.023,0.99,-0.15,0,626.16,275.298,19.58,0.026,0.85,-0.15,0,625.632,279.162,19.53,0.1,0.62,-0.21,0
69,2141,40,4,327,151.37644506,0.16475818,1578.152,283.427,17.311,0.016,1.21,-0.26,0,1576.268,286.834,16.137,0.008,1.93,0.0,0,1574.783,276.323,15.732,0.006,1.15,-0.01,0,1574.914,279.186,15.574,0.004,0.44,-0.01,0,1574.379,282.919,15.518,0.031,3.2,-0.46,0
70,2141,40,4,233,151.3764964,0.09158135,913.299,283.99,21.429,0.162,0.52,-0.01,0,910.671,287.297,20.438,0.028,1.07,0.13,0,909.493,276.957,19.969,0.025,1.01,-0.03,0,909.475,279.653,19.753,0.03,0.86,0.0,0,908.945,283.477,19.609,0.087,0.5,-0.19,0
71,2141,40,4,106,151.37650354,0.06357922,658.881,284.087,22.096,0.266,0.43,-0.46,0,655.968,287.357,21.9,0.095,1.12,0.58,0,654.909,277.082,21.73,0.09,0.9,0.48,0,654.833,279.714,21.336,0.119,0.94,-0.02,0,9999.99,9999.99,99.999,9.999,9.99,9.99,9
